0,-0.703125
0.032,1.09375
0.064,-0.46875
0.096,-0.234375
0.128,0.15625
0.16,-0.390625
0.192,1.71875
0.224,-0.78125
0.256,0.78125
0.288,1.5625
0.32,8.515625
0.352,1.484375
0.384,3.90625
0.416,1.171875
0.448,3.59375
0.48,4.609375
0.512,4.921875
0.544,4.0625
0.576,2.734375
0.608,3.515625
0.64,2.8125
0.672,5.15625
0.704,-0.078125
0.736,6.171875
0.768,1.796875
0.8,5.78125
0.832,5.78125
0.864,4.21875
0.896,3.28125
0.928,5
0.96,5.9375
0.992,3.59375
1.024,5.3125
1.056,2.734375
1.088,7.1875
1.12,2.65625
1.152,6.640625
1.184,3.359375
1.216,6.171875
1.248,6.875
1.28,7.8125
1.312,8.515625
1.344,8.515625
1.376,9.53125
1.408,8.125
1.44,7.96875
1.472,6.25
1.504,4.296875
1.536,7.8125
1.568,11.015625
1.6,5
1.632,5
1.664,9.609375
1.696,3.90625
1.728,4.765625
1.76,6.328125
1.792,5.46875
1.824,5.9375
1.856,8.75
1.888,3.828125
1.92,7.265625
1.952,8.671875
1.984,7.734375
2.016,5.078125
2.048,7.265625
2.08,3.046875
2.112,3.28125
2.144,7.03125
2.176,-0.46875
2.208,-2.03125
2.24,3.203125
2.272,0.859375
2.304,-4.84375
2.336,-1.40625
2.368,3.59375
2.4,-2.109375
2.432,-0.703125
2.464,5.625
2.496,0.3125
2.528,-2.578125
2.56,4.0625
2.592,1.015625
2.624,0.859375
2.656,4.21875
2.688,4.6875
2.72,-1.09375
2.752,3.671875
2.784,1.71875
2.816,2.34375
2.848,3.90625
2.88,0.703125
2.912,0.234375
2.944,4.21875
2.976,0.9375
3.008,3.4375
3.04,3.515625
3.072,2.421875
3.104,0.46875
3.136,0
3.168,5.46875
3.2,-0.390625
3.232,0.703125
3.264,-3.515625
3.296,-2.265625
3.328,2.109375
3.36,3.203125
3.392,-11.953125
3.424,-2.65625
3.456,7.34375
3.488,-4.6875
3.52,0.078125
3.552,2.34375
3.584,3.203125
3.616,-8.75
3.648,5.15625
3.68,1.640625
3.712,-1.5625
3.744,2.578125
3.776,-1.25
3.808,7.03125
3.84,-0.234375
3.872,6.796875
3.904,3.4375
3.936,3.203125
3.968,-0.859375
4,0.546875
4.032,6.5625
4.064,15.078125
4.096,18.59375
4.128,25.078125
4.16,30.78125
4.192,36.796875
4.224,42.421875
4.256,46.40625
4.288,49.921875
4.32,55.46875
4.352,57.734375
4.384,68.125
4.416,89.609375
4.448,75.078125
4.48,85.546875
4.512,111.640625
4.544,115.078125
4.576,105.703125
4.608,123.984375
4.64,146.484375
4.672,129.609375
4.704,146.484375
4.736,169.375
4.768,169.84375
4.8,174.609375
4.832,187.421875
4.864,193.515625
4.896,195
4.928,208.359375
4.96,206.09375
4.992,215.234375
5.024,234.765625
5.056,239.453125
5.088,257.34375
5.12,300.234375
5.152,335.390625
5.184,350.546875
5.216,354.453125
5.248,352.109375
5.28,335.234375
5.312,328.90625
5.344,332.109375
5.376,342.578125
5.408,364.765625
5.44,390.546875
5.472,403.359375
5.504,413.125
5.536,422.265625
5.568,430.546875
5.6,439.609375
5.632,441.171875
5.664,451.875
5.696,454.6875
5.728,457.03125
5.76,461.171875
5.792,471.484375
5.824,473.90625
5.856,474.609375
5.888,486.40625
5.92,486.484375
5.952,493.828125
5.984,494.609375
6.016,496.640625
6.048,496.015625
6.08,498.671875
6.112,490.78125
6.144,487.734375
6.176,478.4375
6.208,476.25
6.24,471.25
6.272,462.65625
6.304,466.25
6.336,464.21875
6.368,465.15625
6.4,467.96875
6.432,468.203125
6.464,462.5
6.496,461.171875
6.528,460.46875
6.56,455.546875
6.592,458.671875
6.624,458.828125
6.656,460.9375
6.688,465.546875
6.72,466.328125
6.752,466.953125
6.784,469.0625
6.816,472.5
6.848,469.6875
6.88,465.703125
6.912,468.203125
6.944,460.859375
6.976,457.96875
7.008,454.609375
7.04,448.359375
7.072,446.875
7.104,447.8125
7.136,450.3125
7.168,452.34375
7.2,472.8125
7.232,485.390625
7.264,492.03125
7.296,491.875
7.328,492.34375
7.36,480.78125
7.392,475
7.424,471.5625
7.456,463.28125
7.488,457.890625
7.52,454.921875
7.552,452.34375
7.584,445.3125
7.616,445.625
7.648,442.34375
7.68,440.625
7.712,439.609375
7.744,437.34375
7.776,434.53125
7.808,435.15625
7.84,438.515625
7.872,435.3125
7.904,433.59375
7.936,438.59375
7.968,445.78125
8,435.546875
8.032,440
8.064,444.765625
8.096,450.15625
8.128,443.671875
8.16,442.65625
8.192,444.140625
8.224,448.75
8.256,442.96875
8.288,427.96875
8.32,428.28125
8.352,420.78125
8.384,418.515625
8.416,403.828125
8.448,393.90625
8.48,384.453125
8.512,384.765625
8.544,378.75
8.576,372.578125
8.608,373.90625
8.64,384.375
8.672,402.8125
8.704,422.109375
8.736,441.796875
8.768,467.34375
8.8,503.671875
8.832,511.5625
8.864,501.640625
8.896,478.90625
8.928,462.734375
8.96,456.640625
8.992,465.625
9.024,463.046875
9.056,458.359375
9.088,456.25
9.12,452.8125
9.152,447.421875
9.184,442.65625
9.216,443.984375
9.248,436.25
9.28,436.71875
9.312,433.4375
9.344,430.78125
9.376,427.109375
9.408,426.25
9.44,426.40625
9.472,427.1875
9.504,424.84375
9.536,423.671875
9.568,427.03125
9.6,423.359375
9.632,426.484375
9.664,435.234375
9.696,447.265625
9.728,450.3125
9.76,449.0625
9.792,440.234375
9.824,427.421875
9.856,416.5625
9.888,404.84375
9.92,393.125
9.952,383.125
9.984,378.90625
10.016,370.546875
10.048,362.8125
10.08,359.296875
10.112,357.734375
10.144,346.484375
10.176,349.6875
10.208,349.765625
10.24,341.5625
10.272,342.109375
10.304,343.59375
10.336,339.53125
10.368,333.359375
10.4,340.46875
10.432,335.3125
10.464,333.828125
10.496,332.65625
10.528,333.90625
10.56,327.96875
10.592,324.140625
10.624,328.984375
10.656,320.546875
10.688,314.296875
10.72,311.25
10.752,310.703125
10.784,293.828125
10.816,287.03125
10.848,279.375
10.88,263.671875
10.912,266.40625
10.944,270.078125
10.976,260.15625
11.008,263.984375
11.04,274.296875
11.072,275.703125
11.104,276.484375
11.136,282.109375
11.168,281.171875
11.2,293.125
11.232,299.453125
11.264,290
11.296,295.78125
11.328,309.84375
11.36,322.34375
11.392,332.96875
11.424,343.671875
11.456,353.59375
11.488,374.296875
11.52,382.96875
11.552,387.421875
11.584,391.09375
11.616,394.53125
11.648,400.9375
11.68,397.734375
11.712,401.25
11.744,397.03125
11.776,402.65625
11.808,402.03125
11.84,400.234375
11.872,399.453125
11.904,400.234375
11.936,402.1875
11.968,394.84375
12,394.0625
12.032,393.90625
12.064,391.09375
12.096,382.890625
12.128,385
12.16,382.578125
12.192,379.21875
12.224,376.09375
12.256,377.8125
12.288,376.171875
12.32,374.375
12.352,376.71875
12.384,372.8125
12.416,373.90625
12.448,371.953125
12.48,374.296875
12.512,371.875
12.544,371.5625
12.576,368.90625
12.608,371.171875
12.64,369.84375
12.672,367.421875
12.704,367.578125
12.736,368.90625
12.768,366.328125
12.8,365
12.832,365.234375
12.864,360.3125
12.896,363.203125
12.928,358.75
12.96,359.6875
12.992,351.640625
13.024,355.15625
13.056,355.15625
13.088,350
13.12,347.578125
13.152,346.71875
13.184,345.78125
13.216,344.140625
13.248,343.203125
13.28,340.390625
13.312,342.578125
13.344,335.46875
13.376,339.140625
13.408,337.96875
13.44,336.25
13.472,333.90625
13.504,335
13.536,334.53125
13.568,331.25
13.6,333.984375
13.632,328.125
13.664,328.4375
13.696,324.6875
13.728,324.84375
13.76,321.40625
13.792,321.015625
13.824,318.90625
13.856,321.484375
13.888,317.1875
13.92,314.6875
13.952,316.796875
13.984,313.515625
14.016,313.359375
14.048,309.0625
14.08,309.921875
14.112,306.015625
14.144,307.65625
14.176,305.3125
14.208,305.78125
14.24,301.484375
14.272,301.875
14.304,299.6875
14.336,296.5625
14.368,297.34375
14.4,295.859375
14.432,293.984375
14.464,293.515625
14.496,294.21875
14.528,290.46875
14.56,291.484375
14.592,289.53125
14.624,291.171875
14.656,286.953125
14.688,287.8125
14.72,289.609375
14.752,289.453125
14.784,287.578125
14.816,288.90625
14.848,289.21875
14.88,287.890625
14.912,288.671875
14.944,289.21875
14.976,292.421875
15.008,288.046875
15.04,292.421875
15.072,298.59375
15.104,299.6875
15.136,304.453125
15.168,306.09375
15.2,310.703125
15.232,311.015625
15.264,312.109375
15.296,315.78125
15.328,315.078125
15.36,311.09375
15.392,314.453125
15.424,314.84375
15.456,315.546875
15.488,312.734375
15.52,313.046875
15.552,315
15.584,310.625
15.616,311.5625
15.648,311.796875
15.68,316.328125
15.712,313.28125
15.744,319.21875
15.776,317.96875
15.808,319.0625
15.84,318.984375
15.872,321.09375
15.904,318.28125
15.936,317.578125
15.968,317.65625
16,309.53125
16.032,308.359375
16.064,306.328125
16.096,310.078125
16.128,309.921875
16.16,317.96875
16.192,322.1875
16.224,327.96875
16.256,332.8125
16.288,338.59375
16.32,344.0625
16.352,349.21875
16.384,352.265625
16.416,354.84375
16.448,359.6875
16.48,361.09375
16.512,364.296875
16.544,364.453125
16.576,365.390625
16.608,368.046875
16.64,369.609375
16.672,369.21875
16.704,375.46875
16.736,376.953125
16.768,377.109375
16.8,381.328125
16.832,381.640625
16.864,385.625
16.896,384.375
16.928,388.828125
16.96,388.671875
16.992,395
17.024,393.59375
17.056,398.59375
17.088,398.984375
17.12,403.828125
17.152,405.46875
17.184,405.859375
17.216,411.796875
17.248,415.390625
17.28,417.734375
17.312,419.6875
17.344,424.53125
17.376,427.265625
17.408,431.171875
17.44,432.421875
17.472,436.640625
17.504,437.5
17.536,438.90625
17.568,442.265625
17.6,441.796875
17.632,443.046875
17.664,445.546875
17.696,444.140625
17.728,442.890625
17.76,444.765625
17.792,442.34375
17.824,444.140625
17.856,442.03125
17.888,441.328125
17.92,443.203125
17.952,442.265625
17.984,440.78125
18.016,442.265625
18.048,444.140625
18.08,438.59375
18.112,441.015625
18.144,438.4375
18.176,438.203125
18.208,436.328125
18.24,438.359375
18.272,434.921875
18.304,435.625
18.336,433.4375
18.368,432.96875
18.4,431.796875
18.432,427.109375
18.464,430.859375
18.496,425.703125
18.528,428.125
18.56,428.046875
18.592,430.546875
18.624,428.90625
18.656,431.71875
18.688,432.890625
18.72,432.96875
18.752,433.4375
18.784,440.46875
18.816,444.609375
18.848,446.875
18.88,457.34375
18.912,462.03125
18.944,465.15625
18.976,471.953125
19.008,485.703125
19.04,489.453125
19.072,498.28125
19.104,510.9375
19.136,520.625
19.168,526.5625
19.2,537.734375
19.232,545.9375
19.264,550.546875
19.296,554.0625
19.328,555.625
19.36,563.4375
19.392,555.625
19.424,556.015625
19.456,556.09375
19.488,558.515625
19.52,549.140625
19.552,541.484375
19.584,541.484375
19.616,538.75
19.648,530.390625
19.68,528.984375
19.712,531.015625
19.744,523.828125
19.776,528.203125
19.808,524.375
19.84,532.578125
19.872,536.328125
19.904,543.59375
19.936,553.125
19.968,565.234375
20,578.671875
20.032,595.78125
20.064,613.28125
20.096,633.046875
20.128,661.640625
20.16,695.390625
20.192,731.171875
20.224,764.6875
20.256,798.984375
20.288,816.953125
20.32,835.78125
20.352,843.671875
20.384,844.921875
20.416,847.890625
20.448,850.625
20.48,839.375
20.512,836.484375
20.544,825.3125
20.576,800.390625
20.608,792.578125
20.64,755.546875
20.672,702.578125
20.704,677.03125
20.736,674.296875
20.768,656.09375
20.8,639.0625
20.832,616.640625
20.864,608.203125
20.896,599.53125
20.928,576.875
20.96,563.125
20.992,554.0625
21.024,545.9375
21.056,522.03125
21.088,509.0625
21.12,492.03125
21.152,476.328125
21.184,458.59375
21.216,443.671875
21.248,427.109375
21.28,412.890625
21.312,402.734375
21.344,388.75
21.376,376.25
21.408,370.46875
21.44,363.046875
21.472,352.734375
21.504,351.171875
21.536,345.546875
21.568,344.921875
21.6,342.65625
21.632,343.4375
21.664,339.296875
21.696,337.8125
21.728,333.984375
21.76,328.90625
21.792,326.328125
21.824,318.59375
21.856,315.625
21.888,310.46875
21.92,306.09375
21.952,301.171875
21.984,297.890625
22.016,292.265625
22.048,286.875
22.08,282.1875
22.112,278.046875
22.144,278.75
22.176,269.140625
22.208,267.265625
22.24,263.046875
22.272,261.640625
22.304,256.015625
22.336,252.734375
22.368,249.921875
22.4,245.546875
22.432,242.734375
22.464,238.984375
22.496,233.828125
22.528,231.796875
22.56,228.984375
22.592,224.140625
22.624,221.5625
22.656,216.796875
22.688,217.578125
22.72,209.375
22.752,206.328125
22.784,201.953125
22.816,202.03125
22.848,194.296875
22.88,190
22.912,189.140625
22.944,184.453125
22.976,178.046875
23.008,177.421875
23.04,175.859375
23.072,169.21875
23.104,165.234375
23.136,162.578125
23.168,162.5
23.2,154.53125
23.232,149.140625
23.264,151.328125
23.296,148.28125
23.328,139.765625
23.36,137.65625
23.392,139.375
23.424,131.171875
23.456,131.484375
23.488,128.28125
23.52,127.1875
23.552,121.25
23.584,122.5
23.616,117.5
23.648,112.8125
23.68,111.015625
23.712,112.109375
23.744,108.75
23.776,103.59375
23.808,104.84375
23.84,98.984375
23.872,98.828125
23.904,96.40625
23.936,95.78125
23.968,92.734375
24,90.859375
24.032,86.953125
24.064,86.71875
24.096,84.765625
24.128,80.3125
24.16,79.921875
24.192,77.65625
24.224,76.796875
24.256,73.90625
24.288,73.984375
24.32,69.375
24.352,69.53125
24.384,65.390625
24.416,66.09375
24.448,61.484375
24.48,60.625
24.512,61.328125
24.544,56.171875
24.576,57.65625
24.608,51.40625
24.64,53.671875
24.672,50.625
24.704,48.828125
24.736,46.328125
24.768,46.25
24.8,42.734375
24.832,40.703125
24.864,41.09375
24.896,36.09375
